subject,env,tree,tree_type,harvest_dur,num_harvests,difficulty_at_exit,score_tree,dur_per_harvest
62713a003caa3feec5c6a0ba,0,24,good,13040,5,9,40,"[0, 392, 793, 1231, 4936]"
62713a003caa3feec5c6a0ba,0,25,bad,15464,6,26,52,"[0, 1024, 2079, 2417, 3407, 0]"
62713a003caa3feec5c6a0ba,0,26,bad,4201,3,11,22,"[0, 1208, 0]"
62713a003caa3feec5c6a0ba,0,27,good,10687,6,11,50,"[0, 479, 801, 1192, 1616, 0]"
62713a003caa3feec5c6a0ba,0,28,bad,7008,4,16,31,"[0, 952, 2200, 297]"
62713a003caa3feec5c6a0ba,0,29,good,7720,5,9,41,"[0, 376, 768, 1176, 0]"
62713a003caa3feec5c6a0ba,0,30,good,7360,5,9,39,"[0, 376, 808, 1241, 0]"
62713a003caa3feec5c6a0ba,0,31,bad,7160,4,16,33,"[0, 1360, 1960, 0]"
62713a003caa3feec5c6a0ba,0,32,good,36872,12,23,112,"[0, 391, 792, 1224, 1679, 2066, 2641, 3024, 3416, 3937, 4233, 0]"
62713a003caa3feec5c6a0ba,0,33,good,27145,10,19,94,"[0, 400, 848, 1312, 1672, 2152, 2512, 2968, 3216, 608]"
62713a003caa3feec5c6a0ba,0,34,good,1168,2,3,9,"[0, 0]"
62713a003caa3feec5c6a0ba,0,35,good,10993,6,11,49,"[0, 406, 800, 1256, 1735, 0]"
62713a003caa3feec5c6a0ba,0,36,good,11544,6,11,53,"[0, 400, 840, 1256, 1664, 1336]"
62713a003caa3feec5c6a0ba,0,37,good,15056,6,11,49,"[0, 415, 816, 1264, 1720, 4793]"
62713a003caa3feec5c6a0ba,0,38,bad,11893,4,16,32,"[0, 1104, 2039, 5008]"
62713a003caa3feec5c6a0ba,0,39,bad,7048,4,16,31,"[0, 1081, 2103, 0]"
62713a003caa3feec5c6a0ba,0,40,bad,3544,3,11,18,"[0, 1000, 0]"
62713a003caa3feec5c6a0ba,0,41,bad,1919,2,6,9,"[0, 655]"
62713a003caa3feec5c6a0ba,0,42,bad,1832,2,6,10,"[0, 504]"
62713a003caa3feec5c6a0ba,0,43,bad,7312,4,16,30,"[0, 1272, 2144, 0]"
62713a003caa3feec5c6a0ba,0,44,good,24975,10,19,91,"[0, 400, 808, 1297, 1656, 1832, 2328, 2592, 3112, 311]"
62713a003caa3feec5c6a0ba,0,45,good,13288,7,13,61,"[0, 360, 792, 1144, 1592, 2016, 0]"
62713a003caa3feec5c6a0ba,0,46,bad,15519,5,21,38,"[0, 968, 2008, 2688, 4824]"
62713a003caa3feec5c6a0ba,0,47,bad,7479,4,16,30,"[0, 912, 1937, 1040]"
62713a003caa3feec5c6a0ba,0,48,bad,6288,4,16,30,"[0, 864, 1896, 0]"
62713a003caa3feec5c6a0ba,0,49,bad,11974,4,16,30,"[0, 1016, 2056, 4999]"
62713a003caa3feec5c6a0ba,0,50,bad,8616,3,11,18,"[0, 1047, 4920]"
62713a003caa3feec5c6a0ba,0,51,good,20552,8,15,71,"[401, 0, 754, 1256, 1783, 2135, 2496, 4928]"
62713a003caa3feec5c6a0ba,0,52,good,21992,8,15,70,"[0, 409, 856, 1313, 1760, 2152, 2497, 5006]"
62713a003caa3feec5c6a0ba,0,53,good,17208,6,13,58,"[233, 792, 1304, 1664, 2153, 4832]"
62713a003caa3feec5c6a0ba,0,54,good,12183,5,9,39,"[0, 400, 848, 1279, 4951]"
62713a003caa3feec5c6a0ba,0,55,good,15080,6,11,51,"[0, 400, 823, 1288, 1672, 4960]"
62713a003caa3feec5c6a0ba,0,56,bad,11232,4,16,29,"[0, 1016, 2080, 4424]"
62713a003caa3feec5c6a0ba,0,57,good,15408,6,11,53,"[0, 408, 856, 1296, 1696, 4848]"
62713a003caa3feec5c6a0ba,0,58,good,14895,6,11,50,"[0, 408, 864, 1320, 1752, 4495]"
62713a003caa3feec5c6a0ba,0,59,bad,7016,4,16,31,"[0, 1144, 2153, 0]"
62713a003caa3feec5c6a0ba,0,60,bad,14463,5,21,36,"[0, 1024, 2097, 3376, 2775]"
62713a003caa3feec5c6a0ba,0,61,good,13952,7,13,60,"[0, 425, 833, 1248, 1799, 2104, 236]"
62713a003caa3feec5c6a0ba,0,62,good,5841,4,7,33,"[0, 392, 848, 1136]"
62713a003caa3feec5c6a0ba,1,1,good,33160,11,21,100,"[0, 296, 680, 1016, 1399, 1847, 2208, 2553, 2864, 2928, 5248]"
62713a003caa3feec5c6a0ba,1,2,bad,10079,5,21,41,"[0, 897, 1848, 2615, 0]"
62713a003caa3feec5c6a0ba,1,3,bad,9991,5,21,40,"[0, 848, 1815, 2440, 0]"
62713a003caa3feec5c6a0ba,1,4,bad,19488,5,21,40,"[0, 880, 1966, 2824, 8865]"
62713a003caa3feec5c6a0ba,1,5,bad,15648,6,26,50,"[0, 880, 1889, 2880, 3752, 0]"
62713a003caa3feec5c6a0ba,1,6,bad,11343,5,21,39,"[0, 1024, 1609, 2495, 1280]"
62713a003caa3feec5c6a0ba,1,7,good,26527,11,21,104,"[0, 296, 631, 1009, 1353, 1688, 2056, 2359, 2673, 2671, 0]"
62713a003caa3feec5c6a0ba,1,8,bad,21143,7,31,57,"[0, 871, 1808, 2714, 3856, 4687, 0]"
62713a003caa3feec5c6a0ba,1,9,bad,14744,6,26,51,"[0, 960, 1890, 2582, 3263, 0]"
62713a003caa3feec5c6a0ba,1,10,bad,22911,7,31,60,"[0, 807, 1833, 2632, 3672, 4472, 2343]"
62713a003caa3feec5c6a0ba,1,11,bad,9559,5,21,38,"[0, 841, 1736, 2304, 0]"
62713a003caa3feec5c6a0ba,1,12,bad,16240,6,26,49,"[0, 1008, 2049, 3136, 3960, 0]"
62713a003caa3feec5c6a0ba,1,13,good,17281,8,15,71,"[0, 376, 760, 1104, 1552, 1976, 2872, 0]"
62713a003caa3feec5c6a0ba,1,14,good,16792,8,15,70,"[0, 384, 753, 1136, 1648, 1967, 2415, 0]"
62713a003caa3feec5c6a0ba,1,15,bad,10232,5,21,40,"[0, 920, 1848, 2576, 160]"
62713a003caa3feec5c6a0ba,1,16,good,25087,10,19,88,"[0, 343, 761, 1168, 1552, 2000, 2329, 2648, 3216, 0]"
62713a003caa3feec5c6a0ba,1,17,bad,16009,6,26,51,"[0, 1001, 1896, 3080, 4168, 0]"
62713a003caa3feec5c6a0ba,1,18,good,17121,8,15,66,"[0, 383, 832, 1175, 1592, 1993, 2521, 0]"
62713a003caa3feec5c6a0ba,1,19,bad,10745,5,21,43,"[0, 944, 1952, 2984, 0]"
62713a003caa3feec5c6a0ba,1,20,good,21056,9,17,79,"[0, 344, 751, 1177, 1600, 2009, 2384, 2968, 0]"
62713a003caa3feec5c6a0ba,1,21,bad,10560,5,21,40,"[0, 960, 1832, 2945, 0]"
62713a003caa3feec5c6a0ba,1,22,good,13456,7,13,63,"[0, 368, 745, 1384, 1599, 2039, 0]"
62713a003caa3feec5c6a0ba,1,23,bad,6896,4,16,30,"[0, 896, 1873, 761]"
62713a003caa3feec5c6a0ba,1,24,good,17568,9,17,81,"[0, 360, 752, 808, 1135, 1560, 1783, 2225, 0]"
62713a003caa3feec5c6a0ba,1,25,bad,5841,4,16,30,"[0, 697, 1416, 0]"
62713a003caa3feec5c6a0ba,1,26,bad,10617,5,21,37,"[0, 1105, 1807, 3071, 0]"
62713a003caa3feec5c6a0ba,1,27,bad,19496,7,31,60,"[0, 928, 1808, 2320, 3336, 3841, 0]"
62713a003caa3feec5c6a0ba,1,28,bad,10256,5,21,39,"[0, 787, 1801, 2759, 0]"
62713a003caa3feec5c6a0ba,1,29,bad,9088,5,21,40,"[0, 689, 1487, 2328, 0]"
62713a003caa3feec5c6a0ba,1,30,bad,13809,6,26,50,"[0, 719, 1544, 2423, 3048, 0]"
62713a003caa3feec5c6a0ba,1,31,bad,14695,6,26,49,"[0, 744, 1528, 2503, 3153, 0]"
62713a003caa3feec5c6a0ba,1,32,bad,10447,5,21,41,"[0, 944, 1977, 2560, 0]"
62713a003caa3feec5c6a0ba,1,33,bad,27096,8,36,68,"[0, 846, 1727, 2697, 3640, 4600, 5552, 0]"
62713a003caa3feec5c6a0ba,1,34,good,26089,11,21,101,"[0, 353, 751, 1096, 1464, 1480, 1953, 2024, 2384, 2712, 137]"
62713a003caa3feec5c6a0ba,1,35,bad,7705,4,16,29,"[0, 632, 1545, 2136]"
66320c3fd918f178605a74f8,0,1,good,21530,7,13,61,"[0, 596, 913, 1672, 1914, 3840, 1683]"
66320c3fd918f178605a74f8,0,2,bad,15831,5,21,38,"[0, 1022, 2519, 3356, 3776]"
66320c3fd918f178605a74f8,0,3,bad,7442,4,16,30,"[0, 1234, 2052, 0]"
66320c3fd918f178605a74f8,0,4,good,8329,5,9,40,"[0, 344, 768, 1272, 0]"
66320c3fd918f178605a74f8,0,5,bad,7383,4,16,33,"[0, 887, 2493, 198]"
66320c3fd918f178605a74f8,0,6,bad,11857,4,16,31,"[0, 1078, 1684, 4954]"
66320c3fd918f178605a74f8,0,7,good,12040,6,11,51,"[0, 426, 736, 1210, 3390, 236]"
66320c3fd918f178605a74f8,0,8,good,14744,6,11,52,"[0, 398, 814, 1544, 1636, 4200]"
66320c3fd918f178605a74f8,0,9,bad,9268,4,16,29,"[0, 778, 1890, 4823]"
66320c3fd918f178605a74f8,0,10,bad,11679,4,16,31,"[0, 1123, 2084, 4844]"
66320c3fd918f178605a74f8,0,11,good,11242,5,9,41,"[0, 510, 732, 1110, 4154]"
66320c3fd918f178605a74f8,0,12,good,13130,5,11,53,"[390, 792, 1306, 1888, 4094]"
66320c3fd918f178605a74f8,0,13,good,14068,6,11,64,"[0, 402, 901, 1213, 1869, 3888]"
66320c3fd918f178605a74f8,0,14,bad,9968,4,16,41,"[634, 0, 2066, 4834]"
66320c3fd918f178605a74f8,0,15,bad,11044,4,16,30,"[0, 1002, 2108, 4404]"
66320c3fd918f178605a74f8,0,16,good,11256,5,9,42,"[0, 384, 780, 1188, 4128]"
66320c3fd918f178605a74f8,0,17,good,14557,6,11,61,"[0, 462, 999, 1368, 1686, 4260]"
66320c3fd918f178605a74f8,0,18,bad,9838,4,16,31,"[0, 591, 2202, 4988]"
66320c3fd918f178605a74f8,0,19,bad,11094,4,16,28,"[0, 984, 1600, 4974]"
66320c3fd918f178605a74f8,0,20,good,12468,5,9,36,"[0, 460, 800, 1370, 4943]"
66320c3fd918f178605a74f8,0,21,good,13010,5,11,46,"[178, 753, 1291, 1304, 4908]"
66320c3fd918f178605a74f8,0,22,bad,11918,4,16,31,"[0, 1078, 2292, 4924]"
66320c3fd918f178605a74f8,0,23,good,10894,6,11,50,"[594, 194, 336, 1118, 1326, 4512]"
66320c3fd918f178605a74f8,0,24,bad,9090,4,16,30,"[0, 420, 2030, 4846]"
66320c3fd918f178605a74f8,0,25,good,15834,6,11,52,"[0, 446, 856, 1416, 1658, 4982]"
66320c3fd918f178605a74f8,0,26,bad,7280,2,11,20,"[0, 6204]"
66320c3fd918f178605a74f8,0,27,good,12464,5,9,39,"[0, 694, 740, 1344, 5006]"
66320c3fd918f178605a74f8,0,28,good,12419,6,11,53,"[0, 0, 792, 1192, 1438, 4320]"
66320c3fd918f178605a74f8,0,29,bad,14024,5,21,41,"[0, 442, 2338, 3502, 4880]"
66320c3fd918f178605a74f8,0,30,good,9460,5,9,41,"[246, 140, 660, 1168, 3834]"
66320c3fd918f178605a74f8,0,31,good,11066,6,14,60,"[382, 0, 862, 1198, 3614, 0]"
66320c3fd918f178605a74f8,0,32,bad,15429,5,21,39,"[0, 883, 2058, 2808, 4838]"
66320c3fd918f178605a74f8,0,33,bad,8196,3,11,19,"[0, 1134, 4782]"
66320c3fd918f178605a74f8,0,34,good,14521,6,11,48,"[0, 342, 718, 1072, 1374, 4950]"
66320c3fd918f178605a74f8,0,35,good,11426,5,9,40,"[0, 374, 796, 1208, 4250]"
66320c3fd918f178605a74f8,0,36,bad,9276,4,16,30,"[0, 602, 2172, 4856]"
66320c3fd918f178605a74f8,0,37,good,12494,5,9,41,"[0, 462, 748, 1592, 4774]"
66320c3fd918f178605a74f8,0,38,bad,15729,5,21,37,"[0, 0, 2038, 5087, 5000]"
66320c3fd918f178605a74f8,0,39,good,15975,6,11,49,"[0, 490, 1165, 1217, 2284, 4956]"
66320c3fd918f178605a74f8,0,40,bad,11462,4,16,30,"[0, 1220, 1960, 4864]"
66320c3fd918f178605a74f8,0,41,good,11652,5,9,42,"[434, 0, 861, 1316, 4917]"
66320c3fd918f178605a74f8,0,42,good,14629,6,11,48,"[0, 414, 962, 1212, 1586, 4122]"
66320c3fd918f178605a74f8,0,43,bad,10166,3,16,29,"[1094, 1819, 4980]"
66320c3fd918f178605a74f8,0,44,bad,9824,4,16,32,"[316, 0, 2058, 4920]"
66320c3fd918f178605a74f8,0,45,good,9519,6,11,50,"[0, 394, 762, 1154, 1312, 0]"
66320c3fd918f178605a74f8,0,46,bad,15604,5,21,41,"[0, 969, 2111, 2639, 4827]"
66320c3fd918f178605a74f8,0,47,good,15231,6,11,52,"[0, 494, 848, 1158, 1634, 4931]"
66320c3fd918f178605a74f8,0,48,bad,10802,4,16,32,"[0, 938, 1440, 4414]"
66320c3fd918f178605a74f8,0,49,bad,11409,4,16,33,"[0, 1136, 1595, 4886]"
66320c3fd918f178605a74f8,0,50,bad,10450,4,16,28,"[0, 737, 1620, 4516]"
66320c3fd918f178605a74f8,0,51,good,12246,6,14,48,"[0, 282, 1132, 1248, 3424, 380]"
66320c3fd918f178605a74f8,0,52,bad,11404,4,16,30,"[0, 1221, 2192, 4284]"
66320c3fd918f178605a74f8,0,53,bad,8967,3,16,39,"[254, 1884, 4555]"
66320c3fd918f178605a74f8,0,54,bad,10464,4,16,29,"[0, 774, 1768, 3962]"
66320c3fd918f178605a74f8,0,55,bad,13750,5,21,53,"[296, 0, 2170, 2242, 4746]"
66320c3fd918f178605a74f8,0,56,good,17163,7,13,60,"[0, 242, 496, 897, 1262, 1732, 4967]"
66320c3fd918f178605a74f8,0,57,bad,8665,3,16,27,"[89, 1374, 4874]"
66320c3fd918f178605a74f8,0,58,good,15210,7,15,69,"[384, 794, 1236, 1728, 1714, 2092, 210]"
66320c3fd918f178605a74f8,0,59,good,14624,6,11,52,"[0, 442, 742, 1084, 1640, 4970]"
66320c3fd918f178605a74f8,0,60,bad,14604,6,26,53,"[439, 0, 412, 1948, 4442, 4542]"
66320c3fd918f178605a74f8,0,61,bad,13338,5,21,38,"[402, 254, 1546, 3006, 4940]"
66320c3fd918f178605a74f8,0,62,good,18209,7,15,70,"[316, 664, 958, 1204, 1594, 1720, 4545]"
66320c3fd918f178605a74f8,0,63,good,16612,7,13,59,"[422, 0, 900, 1162, 1312, 1688, 4984]"
66320c3fd918f178605a74f8,0,64,good,11337,5,9,37,"[0, 197, 608, 1106, 4649]"
66320c3fd918f178605a74f8,0,65,good,13880,6,11,51,"[0, 314, 880, 894, 1112, 4725]"
66320c3fd918f178605a74f8,0,66,bad,12833,5,21,41,"[393, 216, 1456, 2820, 4649]"
66320c3fd918f178605a74f8,0,67,bad,1463,3,11,20,"[257, 114, 100]"
66320c3fd918f178605a74f8,0,68,bad,11333,4,16,31,"[0, 962, 2060, 4859]"
66320c3fd918f178605a74f8,0,69,bad,3120,3,11,21,"[262, 0, 1808]"
66320c3fd918f178605a74f8,1,1,good,15540,6,14,51,"[0, 340, 780, 1240, 3844, 3240]"
66320c3fd918f178605a74f8,1,2,bad,27418,5,21,50,"[0, 1296, 4718, 5035, 9704]"
66320c3fd918f178605a74f8,1,3,good,25290,8,18,71,"[0, 591, 994, 1420, 1900, 2632, 6836, 1860]"
66320c3fd918f178605a74f8,1,4,bad,17711,4,16,29,"[0, 1133, 3528, 9178]"
66320c3fd918f178605a74f8,1,5,bad,20684,5,21,40,"[0, 854, 2070, 3378, 8799]"
66320c3fd918f178605a74f8,1,6,good,27560,9,17,77,"[0, 348, 692, 1058, 1217, 1234, 1430, 2401, 9893]"
66320c3fd918f178605a74f8,1,7,good,23647,7,15,69,"[426, 694, 913, 1408, 1876, 2005, 8925]"
66320c3fd918f178605a74f8,1,8,good,23726,7,13,61,"[0, 490, 683, 1298, 1726, 1966, 9802]"
66320c3fd918f178605a74f8,1,9,bad,18713,5,21,40,"[0, 1214, 1846, 3160, 7850]"
66320c3fd918f178605a74f8,1,10,bad,28108,6,26,50,"[0, 1200, 3476, 2840, 4330, 9903]"
66320c3fd918f178605a74f8,1,11,bad,19455,5,21,36,"[0, 902, 1765, 2200, 9888]"
66320c3fd918f178605a74f8,1,12,good,17874,6,16,56,"[194, 928, 744, 1516, 8098, 508]"
66320c3fd918f178605a74f8,1,13,bad,18862,5,21,39,"[0, 2890, 1660, 8291, 486]"
66320c3fd918f178605a74f8,1,14,bad,10485,5,21,38,"[0, 1194, 1545, 3079, 0]"
66320c3fd918f178605a74f8,1,15,bad,17660,4,16,32,"[0, 1202, 2640, 9796]"
66320c3fd918f178605a74f8,1,16,good,27555,8,15,70,"[0, 442, 684, 976, 1631, 2061, 2277, 11241]"
66320c3fd918f178605a74f8,1,17,bad,17740,4,16,31,"[0, 1098, 3086, 9412]"
66320c3fd918f178605a74f8,1,18,good,19037,7,13,60,"[0, 480, 528, 1540, 1748, 2762, 7332]"
66320c3fd918f178605a74f8,1,19,good,22977,6,11,53,"[0, 548, 1106, 1135, 3372, 10000]"
66320c3fd918f178605a74f8,1,20,bad,16563,4,16,27,"[0, 1426, 2764, 8576]"
66320c3fd918f178605a74f8,1,21,good,26883,7,13,58,"[0, 674, 1263, 1588, 1662, 3408, 9883]"
66320c3fd918f178605a74f8,1,22,good,17833,6,11,52,"[0, 442, 966, 1428, 7240, 1344]"
66320c3fd918f178605a74f8,1,23,good,17808,5,12,37,"[0, 658, 2774, 5700, 2474]"
66320c3fd918f178605a74f8,1,24,bad,9031,4,16,31,"[0, 1510, 3030, 0]"
66320c3fd918f178605a74f8,1,25,good,12344,6,11,49,"[0, 449, 853, 1446, 2381, 0]"
66320c3fd918f178605a74f8,1,26,good,31628,7,13,65,"[0, 580, 1020, 1536, 2448, 7267, 9887]"
66320c3fd918f178605a74f8,1,27,good,29551,7,13,62,"[0, 9109, 990, 1212, 1882, 6094, 2677]"
66320c3fd918f178605a74f8,1,28,good,69935,8,15,71,"[0, 957, 808, 1395, 1716, 39749, 2256, 9822]"
66320c3fd918f178605a74f8,1,29,good,27084,8,15,71,"[207, 0, 1020, 1292, 1786, 2480, 3138, 9755]"
66320c3fd918f178605a74f8,1,30,bad,20735,5,21,40,"[0, 0, 2948, 3644, 9986]"
66320c3fd918f178605a74f8,1,31,bad,27794,6,26,50,"[0, 1236, 8317, 3044, 8355, 0]"
66320c3fd918f178605a74f8,1,32,bad,31443,5,21,41,"[0, 1423, 11916, 3112, 9959]"
66320c3fd918f178605a74f8,1,33,bad,36696,5,21,36,"[0, 1174, 17060, 3344, 9858]"
66320c3fd918f178605a74f8,1,34,good,21998,5,11,48,"[286, 1185, 1626, 2278, 9641]"
66320c3fd918f178605a74f8,1,35,good,33073,8,15,70,"[0, 349, 692, 1488, 972, 1238, 2022, 9958]"
66320c3fd918f178605a74f8,1,36,bad,7992,4,16,29,"[172, 0, 2522, 2856]"
6644a0c8ee3996be6fc1fc1a,0,1,good,87798,18,35,172,"[0, 337, 687, 1000, 1368, 1910, 2204, 2371, 4299, 3583, 4009, 3531, 3871, 6836, 7292, 11083, 8394, 4813]"
6644a0c8ee3996be6fc1fc1a,0,2,good,223802,30,59,297,"[0, 383, 683, 1030, 3540, 1998, 3057, 2835, 3080, 3392, 5468, 4301, 4993, 9894, 5885, 5367, 5814, 6753, 8188, 6558, 9552, 11822, 14986, 10996, 11473, 10669, 10954, 12259, 11150, 0]"
6644a0c8ee3996be6fc1fc1a,0,3,good,113712,23,45,219,"[0, 401, 627, 921, 1317, 1778, 2277, 2800, 2816, 3283, 3793, 4247, 5124, 4949, 5142, 5502, 5887, 6445, 6721, 7183, 7873, 7880, 0]"
6644a0c8ee3996be6fc1fc1a,0,4,bad,74109,13,61,123,"[0, 985, 1833, 2780, 3787, 4815, 5799, 6712, 7517, 8434, 8058, 9264, 0]"
6644a0c8ee3996be6fc1fc1a,0,5,good,83506,20,39,194,"[0, 373, 713, 1119, 1486, 1867, 2235, 2587, 3203, 3462, 4445, 3557, 3927, 4353, 4894, 4970, 5669, 6559, 5682, 0]"
6644a0c8ee3996be6fc1fc1a,0,6,bad,99811,15,71,145,"[0, 855, 1766, 2703, 3303, 4046, 5076, 6234, 7061, 7932, 9582, 11724, 11188, 12013, 0]"
6644a0c8ee3996be6fc1fc1a,0,7,good,74147,19,37,183,"[0, 348, 643, 938, 1277, 1902, 1978, 2286, 2754, 3085, 3577, 4193, 4447, 4799, 4701, 4948, 5658, 5471, 0]"
6644a0c8ee3996be6fc1fc1a,0,8,bad,58566,12,56,108,"[0, 895, 1713, 2852, 3487, 3997, 5062, 5595, 6459, 7646, 7800, 0]"
6644a0c8ee3996be6fc1fc1a,0,9,good,44173,14,27,125,"[0, 381, 713, 1105, 1449, 1814, 2121, 2520, 2923, 3236, 3743, 3977, 4328, 746]"
6644a0c8ee3996be6fc1fc1a,1,1,bad,51712,11,51,99,"[0, 910, 1751, 2693, 3740, 4522, 5352, 6905, 6778, 7362, 0]"
6644a0c8ee3996be6fc1fc1a,1,2,good,111845,23,45,215,"[0, 412, 748, 1076, 1380, 1632, 2215, 2459, 3069, 3205, 3660, 3987, 4481, 4693, 5134, 5374, 5752, 6622, 7034, 7285, 7622, 8065, 0]"
6644a0c8ee3996be6fc1fc1a,1,3,bad,82884,13,61,117,"[0, 863, 1519, 2526, 3509, 3964, 5284, 6067, 7015, 9379, 10524, 11096, 6454]"
6644a0c8ee3996be6fc1fc1a,1,4,good,191725,28,55,264,"[0, 380, 936, 1306, 1589, 2281, 2701, 2838, 3341, 4725, 5790, 4616, 6541, 5495, 6546, 7170, 7575, 8075, 7852, 9076, 7845, 8091, 9037, 8938, 8986, 9601, 10018, 6956]"
6644a0c8ee3996be6fc1fc1a,1,5,bad,86350,13,61,124,"[0, 932, 1832, 2779, 3746, 4663, 5814, 6536, 7818, 9163, 9476, 11313, 8144]"
6644a0c8ee3996be6fc1fc1a,1,6,good,111716,23,45,219,"[0, 368, 724, 1088, 1552, 2036, 2516, 2807, 2988, 3330, 3787, 3505, 4154, 4490, 4998, 5658, 5611, 6252, 6556, 7331, 7243, 8276, 0]"
6644a0c8ee3996be6fc1fc1a,1,7,good,118948,23,45,223,"[0, 340, 682, 1009, 1465, 1864, 2232, 2613, 2936, 3548, 3890, 4207, 4930, 4997, 5841, 6045, 7114, 6668, 7242, 7960, 8756, 8373, 0]"
6644a0c8ee3996be6fc1fc1a,1,8,bad,91029,14,66,132,"[0, 993, 1934, 3197, 3784, 4826, 6863, 6801, 7514, 8243, 9447, 10231, 11493, 479]"
5e4e844553bc702cdf68404d,0,1,bad,115147,14,66,124,"[0, 1065, 2470, 3171, 4567, 6398, 6477, 9826, 10173, 11724, 12496, 12546, 15954, 1518]"
5e4e844553bc702cdf68404d,0,2,good,195748,26,51,249,"[0, 418, 861, 1443, 3008, 2895, 4158, 8148, 4091, 5209, 5129, 5094, 5306, 8266, 7002, 8006, 8524, 8533, 9023, 9658, 10002, 10578, 10572, 11378, 12658, 2863]"
5e4e844553bc702cdf68404d,0,3,bad,87320,12,56,108,"[0, 1274, 2415, 4076, 5118, 6506, 7954, 9246, 10444, 12250, 12839, 0]"
5e4e844553bc702cdf68404d,0,4,good,126914,21,41,201,"[0, 504, 943, 1471, 2034, 2514, 3085, 3701, 4095, 5065, 4922, 5490, 6240, 6621, 6907, 7832, 8229, 9060, 9879, 10173, 1959]"
5e4e844553bc702cdf68404d,0,5,good,134751,22,43,207,"[0, 486, 938, 1473, 2000, 2980, 3749, 4693, 4439, 4534, 4836, 6096, 7127, 6033, 6100, 7058, 7783, 8581, 9171, 9557, 9745, 0]"
5e4e844553bc702cdf68404d,0,6,bad,210278,17,81,165,"[0, 1693, 2799, 4658, 5748, 6926, 9220, 9021, 11246, 15580, 15179, 15705, 15149, 16275, 19069, 20640, 21394]"
5e4e844553bc702cdf68404d,1,1,bad,279351,21,101,204,"[0, 1261, 2439, 4599, 7220, 8411, 9015, 11770, 10700, 12468, 14199, 14970, 16083, 17302, 18083, 18087, 19612, 20362, 21357, 24263, 1481]"
5e4e844553bc702cdf68404d,1,2,bad,197127,18,86,171,"[0, 1319, 2897, 4071, 4945, 6089, 7303, 8717, 9777, 11061, 12702, 16441, 14780, 18659, 18746, 18479, 19394, 0]"
5e4e844553bc702cdf68404d,1,3,good,119633,21,41,200,"[0, 482, 989, 1458, 1912, 2345, 2798, 3374, 4471, 4483, 4918, 5275, 6017, 6259, 6719, 7322, 8088, 8731, 8609, 9439, 0]"
5e4e844553bc702cdf68404d,1,4,good,80359,16,31,148,"[0, 503, 1709, 1637, 2181, 2418, 2955, 6788, 5205, 5090, 5089, 7291, 6153, 6597, 6939, 0]"
5e4e844553bc702cdf68404d,1,5,good,172552,24,47,225,"[0, 455, 932, 1328, 1875, 2294, 2812, 3410, 3880, 4382, 5168, 4917, 6012, 7103, 8600, 8479, 8067, 9802, 9372, 9787, 10508, 11285, 11527, 11460]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,1,good,15940,7,13,58,"[0, 1702, 719, 1080, 1471, 1966, 0]"
