subject,env,tree,tree_type,harvest_dur,num_harvests,difficulty_at_exit,score_tree,dur_per_harvest
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,2,bad,7115,4,16,31,"[0, 1137, 1873, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,3,good,13457,6,11,47,"[0, 625, 998, 1160, 1542, 2202]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,4,bad,7162,4,16,29,"[0, 987, 1817, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,5,good,13965,7,13,61,"[0, 390, 767, 1138, 1468, 1531, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,6,bad,4452,3,11,19,"[0, 1373, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,7,good,13862,6,11,51,"[0, 309, 689, 922, 1075, 3751]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,8,good,26953,7,13,62,"[0, 325, 1527, 3483, 1374, 3746, 4959]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,9,bad,10267,5,21,39,"[0, 843, 1542, 2779, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,10,bad,14267,5,21,39,"[0, 828, 2026, 2686, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,11,bad,12533,5,21,41,"[0, 1231, 2331, 2823, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,12,bad,7298,4,16,29,"[0, 951, 1756, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,13,bad,24229,6,26,49,"[0, 859, 2038, 2780, 3474, 4393]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,14,bad,7353,4,16,27,"[0, 952, 1976, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,15,good,1894,2,3,10,"[0, 374]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,16,good,11585,6,11,48,"[0, 451, 752, 1081, 1320, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,17,bad,10416,5,21,40,"[0, 832, 1565, 2489, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,18,bad,10916,5,21,42,"[0, 798, 1561, 2154, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,19,good,14975,7,13,61,"[0, 467, 702, 1095, 1387, 1577, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,20,good,14905,7,13,60,"[0, 327, 767, 1098, 1391, 1666, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,21,good,13620,7,13,58,"[0, 373, 639, 894, 1464, 1724, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,22,bad,10908,5,21,41,"[0, 872, 1689, 2069, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,23,good,15208,7,13,62,"[0, 361, 674, 1036, 1437, 1603, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,24,bad,14213,5,21,37,"[0, 854, 1831, 2600, 3009]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,25,good,17548,8,15,70,"[0, 325, 655, 1043, 1442, 1623, 1672, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,26,bad,16970,6,26,50,"[0, 917, 1731, 3112, 3273, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,27,good,17982,8,15,70,"[0, 391, 670, 1023, 1457, 1716, 2205, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,28,bad,28556,7,31,63,"[0, 874, 1823, 2621, 3921, 5616, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,29,bad,7852,4,16,32,"[0, 1094, 1892, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,30,good,14976,7,13,57,"[0, 532, 749, 1183, 1418, 1856, 419]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,31,good,17421,8,15,67,"[0, 668, 735, 1163, 1502, 1181, 2261, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,32,good,16115,7,13,61,"[0, 643, 752, 1075, 1484, 1846, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,33,bad,4082,3,11,21,"[0, 1140, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,34,good,14835,7,13,60,"[0, 374, 750, 1111, 1467, 1844, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,35,bad,11500,5,21,38,"[0, 829, 1734, 2840, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,36,good,15096,7,13,58,"[0, 391, 748, 1015, 1442, 2012, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,37,good,14619,7,13,57,"[0, 374, 703, 1118, 1514, 1996, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,38,bad,7228,3,11,20,"[0, 983, 2961]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,39,bad,7344,4,16,29,"[0, 904, 1906, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,40,good,14640,7,13,62,"[0, 373, 808, 1187, 1593, 2080, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,41,bad,5279,3,11,20,"[0, 952, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,42,good,12122,6,11,50,"[0, 372, 753, 1106, 1520, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,43,bad,11061,5,21,41,"[0, 858, 1872, 2612, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,44,bad,7242,4,16,31,"[0, 937, 1919, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,45,good,14387,7,13,63,"[0, 455, 784, 1156, 1684, 1652, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,46,good,21164,7,13,62,"[0, 439, 869, 1436, 1918, 1825, 4395]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,47,bad,7756,4,16,31,"[0, 1001, 1917, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,48,bad,11433,4,16,31,"[0, 1001, 2006, 3902]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,49,good,15176,7,13,60,"[0, 361, 705, 1204, 1615, 1976, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,0,50,bad,10535,4,16,29,"[0, 1044, 2138, 3078]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,1,bad,14875,4,16,29,"[0, 1011, 1983, 7422]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,2,good,39037,13,25,117,"[0, 375, 754, 1131, 1533, 1826, 2471, 2215, 2158, 2529, 2765, 3476, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,3,bad,22517,7,31,59,"[0, 1059, 1919, 3023, 3671, 3375, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,4,good,18579,8,15,72,"[0, 389, 785, 1121, 1563, 2000, 2034, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,5,bad,54584,10,46,89,"[0, 998, 1989, 2880, 3366, 3696, 4805, 5624, 5673, 8362]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,6,good,43189,13,25,117,"[0, 360, 729, 1203, 1635, 1735, 1727, 2248, 2543, 3268, 3114, 2589, 5172]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,7,bad,23049,7,31,60,"[0, 1377, 1409, 3869, 3062, 3743, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,8,bad,49046,10,46,86,"[0, 844, 2112, 2498, 4803, 4595, 3999, 4436, 5450, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,9,good,30648,11,21,102,"[0, 361, 720, 1048, 1453, 1326, 1486, 2084, 2566, 2816, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,10,good,63041,18,35,173,"[0, 313, 796, 1064, 947, 1655, 2024, 1920, 1940, 2154, 2748, 3627, 3293, 3095, 4179, 3866, 5074, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,11,good,43661,13,25,120,"[0, 267, 628, 950, 1702, 1474, 1629, 1950, 1908, 3552, 3174, 3138, 3623]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,12,good,35087,11,21,100,"[0, 283, 626, 984, 1048, 1421, 2287, 2363, 3181, 3671, 4925]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,13,good,39613,13,25,121,"[0, 345, 765, 1327, 1988, 1544, 1751, 2399, 3367, 2947, 2980, 2741, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,14,good,22600,10,19,91,"[0, 314, 517, 890, 1331, 1513, 1905, 2106, 2272, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,15,bad,37504,8,36,66,"[0, 764, 1845, 2219, 2999, 4426, 5266, 9452]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,16,bad,34151,8,36,68,"[0, 876, 2269, 2061, 3273, 4704, 4782, 6089]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,17,bad,30765,7,31,56,"[0, 906, 1813, 2900, 3177, 4366, 7167]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,18,good,29826,11,21,102,"[0, 314, 706, 1091, 1417, 1712, 1867, 2487, 3001, 2277, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,19,good,42452,12,23,105,"[0, 297, 525, 1061, 1171, 2016, 1451, 2006, 2581, 2302, 2346, 9967]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,20,good,30275,11,21,101,"[0, 334, 519, 781, 1406, 1672, 1537, 2137, 2849, 3387, 0]"
A80BB52EAF9C4B309F6DCA5F17D27C4F,1,21,bad,25828,8,36,72,"[0, 1379, 1487, 1607, 3338, 3623, 4123, 632]"
665e50249febb72040d9a8aa,0,1,good,125359,23,45,216,"[0, 328, 648, 1232, 1336, 1496, 2032, 2560, 2145, 2920, 3425, 3993, 4521, 6384, 5279, 6825, 7081, 7936, 8136, 9256, 9424, 10128, 0]"
665e50249febb72040d9a8aa,0,2,good,105945,18,35,169,"[0, 416, 792, 1376, 2092, 2848, 3105, 4289, 5736, 5152, 6376, 6393, 7241, 8133, 8712, 9064, 8728, 1808]"
665e50249febb72040d9a8aa,0,3,good,52576,14,27,130,"[0, 408, 823, 1344, 1753, 2248, 2616, 3088, 3056, 3528, 4352, 5247, 6000, 0]"
665e50249febb72040d9a8aa,0,4,bad,79791,11,51,97,"[0, 1096, 2576, 3584, 5384, 9279, 8272, 10840, 12600, 12056, 768]"
665e50249febb72040d9a8aa,0,5,bad,41304,8,36,72,"[0, 1088, 2328, 3200, 5112, 7664, 8744, 3176]"
665e50249febb72040d9a8aa,0,6,bad,32128,8,36,67,"[0, 1080, 2680, 3488, 4104, 5048, 6064, 0]"
665e50249febb72040d9a8aa,0,7,good,92351,19,37,184,"[0, 376, 760, 1216, 1640, 2064, 2368, 2856, 3376, 3888, 4224, 5008, 5792, 6032, 6656, 6984, 7296, 7847, 0]"
665e50249febb72040d9a8aa,0,8,good,88167,18,35,167,"[0, 455, 848, 1343, 1736, 2224, 2857, 3352, 3615, 4008, 4784, 5241, 5759, 6256, 6783, 7328, 7632, 0]"
665e50249febb72040d9a8aa,0,9,bad,65080,11,51,97,"[0, 1096, 2240, 3505, 4528, 5840, 7304, 8304, 9215, 10048, 768]"
665e50249febb72040d9a8aa,0,10,good,84561,18,35,169,"[0, 536, 824, 1121, 1584, 2000, 2776, 3304, 3960, 4224, 4776, 4968, 4888, 5456, 5768, 6329, 6848, 4248]"
665e50249febb72040d9a8aa,0,11,good,51266,14,27,128,"[0, 400, 792, 1232, 1648, 2288, 2793, 3440, 3752, 4432, 4520, 4090, 4800, 0]"
665e50249febb72040d9a8aa,0,12,bad,21600,6,26,49,"[0, 976, 2176, 3272, 4192, 4816]"
665e50249febb72040d9a8aa,1,1,bad,105887,13,61,120,"[0, 1104, 2952, 3640, 5024, 6832, 7808, 9552, 10647, 11688, 13056, 13104, 4528]"
665e50249febb72040d9a8aa,1,2,good,58154,14,27,131,"[0, 504, 960, 1610, 2280, 2584, 3424, 3880, 4016, 5000, 5304, 5464, 6280, 0]"
665e50249febb72040d9a8aa,1,3,bad,59438,10,46,89,"[0, 1128, 2576, 4048, 5376, 6728, 8472, 9864, 9918, 0]"
665e50249febb72040d9a8aa,1,4,bad,72752,11,51,101,"[0, 1432, 2992, 3776, 5176, 6696, 7632, 10152, 10152, 11760, 0]"
665e50249febb72040d9a8aa,1,5,good,88704,18,35,173,"[0, 456, 1064, 1296, 1600, 2384, 2704, 3311, 4016, 4968, 4872, 4952, 5936, 6448, 6992, 7872, 7954, 0]"
665e50249febb72040d9a8aa,1,6,good,35728,11,21,101,"[0, 456, 1064, 1704, 2057, 2808, 3168, 3880, 3967, 4184, 0]"
665e50249febb72040d9a8aa,1,7,good,17024,8,15,70,"[0, 512, 776, 1232, 1689, 1992, 2441, 0]"
665e50249febb72040d9a8aa,1,8,good,23032,9,17,81,"[0, 449, 808, 1297, 1912, 2351, 2776, 2977, 0]"
665e50249febb72040d9a8aa,1,9,bad,23888,7,31,62,"[0, 1000, 2160, 3335, 4447, 5729, 0]"
665e50249febb72040d9a8aa,1,10,good,53830,14,27,126,"[0, 424, 801, 1225, 1633, 2121, 2608, 3208, 3655, 4161, 4792, 6088, 5439, 0]"
665e50249febb72040d9a8aa,1,11,bad,34450,8,36,69,"[0, 1153, 2239, 3511, 4738, 5760, 6616, 1824]"
665e50249febb72040d9a8aa,1,12,good,39389,12,23,113,"[0, 416, 856, 1376, 1840, 2096, 2936, 3320, 3768, 4397, 4264, 0]"
665e50249febb72040d9a8aa,1,13,good,14176,7,13,58,"[0, 440, 904, 1384, 1888, 2112, 0]"
665e50249febb72040d9a8aa,1,14,bad,16729,6,26,51,"[0, 1016, 2144, 3192, 4074, 0]"
665e50249febb72040d9a8aa,1,15,bad,17632,6,26,52,"[0, 1097, 2424, 3568, 4176, 0]"
665e50249febb72040d9a8aa,1,16,bad,15888,5,21,42,"[0, 968, 2159, 3128, 4704]"
665e50249febb72040d9a8aa,1,17,bad,23976,7,31,61,"[0, 1168, 2376, 3281, 4656, 5311, 0]"
665e50249febb72040d9a8aa,1,18,bad,22376,6,26,50,"[0, 1000, 1905, 2904, 4152, 5432]"
6691399dd79826a6608cfb46,0,1,bad,49509,12,56,111,"[0, 1382, 990, 1559, 2307, 3903, 3036, 3903, 4353, 5689, 6796, 0]"
6691399dd79826a6608cfb46,0,2,good,46000,16,31,152,"[0, 198, 408, 715, 832, 1021, 1498, 1636, 1795, 1983, 2965, 3239, 3514, 4083, 3971, 0]"
6691399dd79826a6608cfb46,0,3,bad,37905,10,46,90,"[0, 706, 1460, 2134, 2432, 3241, 4280, 3541, 6020, 0]"
6691399dd79826a6608cfb46,0,4,good,48277,16,31,147,"[0, 286, 656, 864, 1285, 1481, 2089, 2271, 2646, 2741, 2001, 3050, 2981, 3704, 3407, 0]"
6691399dd79826a6608cfb46,0,5,bad,27946,9,41,78,"[0, 800, 1626, 1582, 2578, 3238, 3970, 4341, 0]"
6691399dd79826a6608cfb46,0,6,bad,36537,10,46,90,"[0, 939, 1123, 1617, 2771, 3712, 4997, 4773, 4947, 0]"
6691399dd79826a6608cfb46,0,7,bad,35914,10,46,85,"[0, 514, 1040, 1645, 2866, 3803, 4156, 3820, 5881, 0]"
6691399dd79826a6608cfb46,0,8,bad,32990,10,46,93,"[0, 651, 1195, 1631, 2151, 3414, 4234, 4151, 4389, 0]"
6691399dd79826a6608cfb46,0,9,good,45360,16,31,149,"[0, 217, 444, 624, 846, 1056, 1395, 2388, 2209, 2629, 2513, 2639, 2753, 3148, 3787, 0]"
6691399dd79826a6608cfb46,0,10,good,41532,15,29,141,"[0, 264, 516, 894, 933, 1532, 1660, 1602, 2222, 3167, 2608, 2632, 3010, 3480, 0]"
6691399dd79826a6608cfb46,0,11,good,51882,16,31,151,"[0, 261, 711, 745, 1017, 1493, 1889, 2470, 2501, 3149, 2510, 2734, 3902, 3229, 4825, 1194]"
6691399dd79826a6608cfb46,0,12,good,40027,14,27,137,"[0, 302, 620, 1096, 1267, 1599, 2297, 2250, 2351, 2929, 3491, 2938, 2627, 228]"
6691399dd79826a6608cfb46,0,13,bad,38270,10,46,88,"[0, 726, 1672, 2137, 3442, 4901, 5076, 5142, 4115, 0]"
6691399dd79826a6608cfb46,0,14,bad,44823,11,51,103,"[0, 713, 1490, 2493, 3359, 4436, 4304, 3998, 4757, 5705, 0]"
6691399dd79826a6608cfb46,0,15,good,45309,16,31,149,"[0, 313, 988, 942, 1263, 1991, 1583, 1992, 1778, 2395, 2350, 2766, 2602, 2900, 3284, 0]"
6691399dd79826a6608cfb46,0,16,good,46379,14,27,128,"[0, 258, 867, 1022, 1389, 1923, 2021, 2301, 2967, 1907, 2554, 3138, 3728, 4378]"
6691399dd79826a6608cfb46,0,17,bad,33073,9,41,79,"[0, 922, 1834, 2461, 3623, 3200, 3480, 5520, 0]"
6691399dd79826a6608cfb46,0,18,good,31336,11,21,101,"[0, 275, 1620, 1080, 1261, 1773, 2126, 2456, 3312, 3458, 0]"
6691399dd79826a6608cfb46,0,19,good,23351,11,21,102,"[0, 276, 491, 820, 979, 1244, 1375, 1306, 2323, 1947, 0]"
6691399dd79826a6608cfb46,0,20,good,24960,11,21,103,"[0, 405, 628, 835, 796, 993, 1502, 2116, 1602, 1717, 1905]"
6691399dd79826a6608cfb46,1,1,bad,25453,8,36,75,"[0, 741, 1203, 1849, 3248, 4854, 4015, 0]"
6691399dd79826a6608cfb46,1,2,good,38255,14,27,129,"[0, 563, 757, 870, 1331, 1542, 2349, 1368, 1942, 2344, 2275, 2854, 3845, 0]"
6691399dd79826a6608cfb46,1,3,good,30978,12,23,114,"[0, 374, 610, 832, 1279, 1575, 1587, 2374, 2330, 2697, 3313, 144]"
6691399dd79826a6608cfb46,1,4,bad,36767,9,41,80,"[0, 984, 1746, 2689, 3600, 4391, 6215, 4311, 0]"
6691399dd79826a6608cfb46,1,5,bad,29633,8,36,73,"[0, 963, 1626, 2757, 3640, 5008, 4998, 0]"
6691399dd79826a6608cfb46,1,6,good,36977,13,25,120,"[0, 366, 936, 1072, 1460, 2403, 1441, 2058, 1668, 1721, 3908, 4359, 0]"
6691399dd79826a6608cfb46,1,7,bad,32076,9,41,81,"[0, 794, 1561, 2493, 3513, 5004, 3036, 3776, 0]"
6691399dd79826a6608cfb46,1,8,bad,29271,9,41,81,"[0, 720, 1549, 2409, 1969, 4018, 3216, 4538, 0]"
6691399dd79826a6608cfb46,1,9,bad,25472,9,41,77,"[0, 740, 1512, 1680, 2146, 2415, 2822, 3339, 0]"
6691399dd79826a6608cfb46,1,10,good,41281,15,29,139,"[0, 399, 431, 773, 1448, 1039, 1122, 1377, 1727, 1792, 2322, 3455, 2567, 3008, 0]"
6691399dd79826a6608cfb46,1,11,good,40979,14,27,132,"[0, 311, 694, 1048, 755, 1316, 1265, 1488, 2169, 3316, 3429, 2167, 3839, 0]"
6691399dd79826a6608cfb46,1,12,good,51738,17,33,160,"[0, 324, 886, 946, 1538, 1241, 1191, 1471, 1683, 1928, 2490, 3191, 4426, 2750, 3259, 4591, 0]"
6691399dd79826a6608cfb46,1,13,bad,35455,10,46,90,"[0, 782, 1475, 1910, 1933, 2496, 3633, 3886, 6155, 0]"
6691399dd79826a6608cfb46,1,14,bad,32777,9,41,78,"[0, 810, 1399, 1589, 2664, 3019, 4295, 4909, 0]"
6691399dd79826a6608cfb46,1,15,bad,45942,11,51,99,"[0, 838, 2025, 2472, 2409, 2595, 4982, 6440, 3811, 5830, 0]"
6691399dd79826a6608cfb46,1,16,good,55357,17,33,158,"[0, 413, 689, 1037, 1234, 1695, 1919, 2258, 2687, 2033, 2275, 3831, 3591, 3207, 3691, 4371, 0]"
6691399dd79826a6608cfb46,1,17,good,55788,18,35,172,"[0, 312, 715, 1139, 1184, 969, 1364, 2013, 1914, 2568, 2959, 2999, 3611, 3261, 2805, 2783, 3207, 0]"
6691399dd79826a6608cfb46,1,18,good,43401,16,31,153,"[0, 339, 590, 1001, 1066, 1780, 1645, 2366, 2153, 1879, 2403, 2188, 2489, 3209, 2965, 0]"
6691399dd79826a6608cfb46,1,19,good,15957,9,17,81,"[0, 171, 414, 594, 794, 918, 1277, 1331, 1552]"
652e11907e5db7a9f62d7258,0,1,good,162356,29,57,276,"[0, 1296, 1159, 1217, 1424, 1440, 2064, 2416, 2192, 2584, 3305, 3463, 3337, 4176, 4433, 5225, 5713, 4970, 4785, 5743, 7409, 6682, 6320, 5889, 6537, 7177, 8841, 7193, 0]"
652e11907e5db7a9f62d7258,0,2,good,55383,16,31,144,"[0, 969, 928, 1184, 1544, 1872, 2216, 2535, 2856, 2472, 2321, 3001, 3729, 4056, 3912, 0]"
652e11907e5db7a9f62d7258,0,3,bad,37341,9,41,79,"[0, 847, 1633, 2817, 3969, 4288, 5408, 6688, 0]"
652e11907e5db7a9f62d7258,0,4,good,62263,17,33,157,"[0, 336, 672, 1081, 1528, 1608, 1984, 2104, 3105, 2704, 3088, 3712, 3760, 4193, 4873, 4800, 0]"
652e11907e5db7a9f62d7258,0,5,bad,41565,10,46,89,"[0, 808, 1576, 2384, 3177, 3817, 4656, 5833, 6673, 0]"
652e11907e5db7a9f62d7258,0,6,good,41981,14,27,130,"[0, 632, 640, 904, 1329, 1600, 1921, 2336, 2665, 2928, 3264, 3617, 4024, 0]"
652e11907e5db7a9f62d7258,0,7,bad,25396,8,36,66,"[0, 768, 1528, 2353, 3145, 4049, 5128, 0]"
652e11907e5db7a9f62d7258,0,8,good,47078,15,29,141,"[0, 289, 625, 944, 1248, 1593, 1887, 2264, 2641, 2936, 3249, 3600, 3954, 4377, 0]"
652e11907e5db7a9f62d7258,0,9,good,45477,15,29,142,"[0, 295, 624, 967, 1265, 1472, 1919, 2240, 2632, 2857, 3185, 3552, 3824, 4239, 0]"
652e11907e5db7a9f62d7258,0,10,bad,25083,8,36,67,"[0, 992, 1512, 2297, 3073, 3961, 4777, 0]"
652e11907e5db7a9f62d7258,0,11,good,39332,13,25,119,"[0, 297, 624, 928, 1239, 1593, 1928, 2280, 2608, 2967, 3289, 3681, 4025]"
652e11907e5db7a9f62d7258,0,12,good,40189,14,27,132,"[0, 289, 615, 937, 1216, 1575, 1905, 2304, 2592, 2913, 3201, 3615, 3705, 0]"
652e11907e5db7a9f62d7258,0,13,good,57655,17,33,163,"[0, 305, 608, 937, 1216, 1536, 2088, 2185, 2576, 2848, 3168, 3385, 3776, 4025, 4375, 4856, 0]"
652e11907e5db7a9f62d7258,0,14,good,49854,15,29,139,"[0, 383, 712, 1016, 1312, 1536, 1816, 2224, 2688, 2592, 3097, 3304, 3728, 3984, 4993]"
652e11907e5db7a9f62d7258,0,15,good,39749,14,27,129,"[0, 289, 600, 879, 1185, 1593, 1888, 2240, 2608, 3048, 3216, 3505, 3753, 0]"
652e11907e5db7a9f62d7258,0,16,good,44206,14,27,129,"[0, 288, 593, 897, 1177, 1512, 2264, 2121, 2465, 2776, 3177, 3561, 3817, 4737]"
652e11907e5db7a9f62d7258,0,17,good,6305,5,9,42,"[240, 0, 600, 871, 1168]"
652e11907e5db7a9f62d7258,1,1,good,50781,16,31,150,"[0, 393, 657, 823, 1136, 1703, 1761, 2200, 2289, 2601, 2935, 3264, 3633, 4056, 4169, 0]"
652e11907e5db7a9f62d7258,1,2,good,39068,14,27,130,"[0, 280, 584, 904, 1343, 1495, 1760, 2192, 2337, 2680, 3008, 3233, 3833, 0]"
652e11907e5db7a9f62d7258,1,3,bad,25643,8,36,70,"[0, 769, 1432, 2168, 3153, 4056, 4513, 0]"
652e11907e5db7a9f62d7258,1,4,bad,39333,10,46,91,"[0, 1032, 1489, 2217, 3033, 3816, 4745, 5537, 6393, 0]"
652e11907e5db7a9f62d7258,1,5,good,83170,21,41,193,"[0, 376, 681, 984, 1200, 1544, 1856, 2129, 2488, 2712, 3017, 3344, 3913, 3961, 4745, 5281, 4920, 5169, 5537, 5881, 0]"
652e11907e5db7a9f62d7258,1,6,bad,38597,10,46,91,"[0, 799, 1479, 2240, 2920, 3928, 4881, 5456, 6225, 0]"
652e11907e5db7a9f62d7258,1,7,bad,31732,9,41,83,"[0, 976, 1504, 2249, 3129, 3721, 4841, 5649, 0]"
652e11907e5db7a9f62d7258,1,8,good,33981,13,25,121,"[0, 313, 608, 896, 1184, 1504, 1816, 2072, 2449, 2769, 3112, 3233, 0]"
652e11907e5db7a9f62d7258,1,9,good,39406,14,27,127,"[0, 288, 617, 920, 1208, 1520, 1752, 2064, 2504, 2768, 3088, 3441, 4017, 0]"
652e11907e5db7a9f62d7258,1,10,good,35525,13,25,122,"[0, 312, 640, 960, 1305, 1768, 1960, 2336, 2505, 2784, 3264, 3465, 0]"
652e11907e5db7a9f62d7258,1,11,bad,31116,9,41,83,"[0, 784, 1560, 2344, 3064, 3841, 4545, 5585, 0]"
652e11907e5db7a9f62d7258,1,12,good,56532,17,33,160,"[0, 303, 608, 928, 1207, 1543, 1864, 2257, 2601, 2945, 3200, 3721, 3760, 3984, 4288, 4537, 0]"
652e11907e5db7a9f62d7258,1,13,good,76849,20,39,192,"[0, 312, 640, 937, 1240, 1585, 1895, 2240, 2554, 2864, 3208, 3417, 3801, 4161, 4552, 4793, 5129, 5464, 5841, 0]"
652e11907e5db7a9f62d7258,1,14,good,70296,19,37,173,"[0, 320, 633, 952, 1272, 1608, 1968, 2233, 2617, 2953, 3256, 3544, 3783, 4256, 4497, 4752, 5064, 5496, 0]"
652e11907e5db7a9f62d7258,1,15,bad,31564,9,41,75,"[0, 849, 1456, 2328, 3105, 3864, 4784, 5597, 0]"
652e11907e5db7a9f62d7258,1,16,bad,19042,7,31,59,"[0, 791, 1529, 2225, 3520, 3776, 0]"
652e11907e5db7a9f62d7258,1,17,bad,20475,7,31,60,"[0, 745, 1464, 2216, 2976, 3889, 2393]"
