subject,env,tree,tree_type,harvest_dur,num_harvests,difficulty_at_exit,score_tree,dur_per_harvest,num_presses
664a1bcbac985050a4575af2,1,18,good,41001,15,29,144,"[0, 306, 617, 823, 922, 1210, 1293, 1445, 1715, 3155, 3838, 2685, 2986, 3385, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
664a1bcbac985050a4575af2,1,19,good,22212,11,21,103,"[0, 208, 431, 618, 864, 1086, 1343, 1596, 1864, 2628, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
664a1bcbac985050a4575af2,1,20,good,27634,12,23,110,"[0, 401, 440, 624, 861, 1117, 1250, 1526, 1750, 2239, 2457, 2678]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
614ce29d78ae25eced10ede1,0,0,bad,7840,3,11,20,"[0, 4063, 0]","[1, 6, 11]"
614ce29d78ae25eced10ede1,0,1,bad,19128,6,26,52,"[0, 2145, 1507, 2425, 3448, 2156]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,2,good,3248,3,5,22,"[0, 355, 0]","[1, 3, 5]"
614ce29d78ae25eced10ede1,0,3,bad,10589,5,21,40,"[0, 849, 1649, 2314, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,0,4,bad,26399,8,36,72,"[0, 790, 1624, 2360, 3518, 3954, 4495, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
614ce29d78ae25eced10ede1,0,5,good,29592,11,21,104,"[0, 470, 689, 1197, 1397, 1561, 2025, 2399, 2699, 3180, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
614ce29d78ae25eced10ede1,0,6,bad,20583,7,31,60,"[0, 753, 1710, 2258, 3249, 4311, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,7,good,32398,11,21,102,"[0, 294, 683, 1334, 1598, 1943, 2297, 2722, 3249, 3766, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
614ce29d78ae25eced10ede1,0,8,good,23316,10,19,89,"[0, 329, 954, 977, 1220, 1511, 2057, 2293, 2485, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,0,9,good,25568,10,19,87,"[0, 314, 636, 1042, 1119, 2050, 2231, 2657, 2881, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,0,10,bad,22369,7,31,60,"[0, 801, 2126, 2737, 3938, 4616, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,11,good,32976,11,21,99,"[0, 574, 664, 824, 1730, 1722, 2313, 2646, 3363, 3588, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
614ce29d78ae25eced10ede1,0,12,bad,21910,7,31,62,"[0, 850, 1907, 2774, 3970, 4539, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,13,good,19485,8,15,71,"[0, 577, 657, 1108, 1214, 2175, 2397, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,0,14,good,13929,7,13,59,"[0, 323, 746, 975, 1472, 1737, 0]","[1, 3, 5, 7, 9, 11, 13]"
614ce29d78ae25eced10ede1,0,15,bad,15541,6,26,53,"[0, 757, 1694, 2608, 3525, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,16,bad,12955,5,21,40,"[0, 679, 1233, 2458, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,0,17,bad,15617,6,26,50,"[0, 663, 1525, 2649, 3349, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,18,bad,25792,7,31,59,"[0, 905, 2197, 4456, 3791, 4541, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,19,bad,17158,6,26,52,"[0, 732, 1590, 2385, 3971, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,20,bad,0,0,1,0,[],[]
614ce29d78ae25eced10ede1,0,21,bad,26880,7,31,60,"[0, 687, 1168, 2213, 3359, 3776, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,22,bad,15492,6,26,47,"[0, 883, 1735, 2653, 3461, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,23,bad,15545,6,26,50,"[0, 863, 1662, 3074, 3463, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,24,good,17107,8,15,70,"[0, 293, 685, 966, 1504, 2098, 1946, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,0,25,good,20055,9,17,80,"[0, 331, 707, 1208, 1594, 1785, 1484, 2411, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,0,26,bad,15920,6,26,47,"[0, 751, 1797, 2965, 3254, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,0,27,good,16174,8,15,69,"[0, 316, 626, 1088, 1397, 1886, 2165, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,0,28,bad,21678,7,31,62,"[0, 880, 1730, 2781, 4024, 4751, 0]","[1, 6, 11, 16, 21, 26, 31]"
614ce29d78ae25eced10ede1,0,29,good,34425,12,23,110,"[0, 287, 553, 929, 1059, 1681, 1846, 2165, 2693, 3080, 3251, 3564]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
614ce29d78ae25eced10ede1,1,0,bad,13371,6,26,51,"[0, 717, 1367, 1997, 3009, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,1,good,23874,10,19,85,"[0, 289, 597, 825, 1133, 1261, 1879, 2379, 2689, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,2,bad,14709,6,26,47,"[0, 743, 1454, 2449, 2970, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,3,bad,14854,6,26,49,"[0, 683, 1389, 2454, 3181, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,4,good,22873,10,19,88,"[0, 270, 530, 779, 1090, 1530, 2034, 2296, 2614, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,5,good,21377,9,17,81,"[0, 283, 558, 839, 1064, 1580, 2137, 2237, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,6,good,20746,9,17,80,"[0, 302, 574, 853, 1253, 1570, 1951, 2196, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,7,good,16144,8,15,70,"[0, 292, 625, 940, 1373, 1568, 2003, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,1,8,bad,11223,5,21,38,"[0, 709, 1455, 2420, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,9,bad,10083,5,21,38,"[0, 698, 1397, 2460, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,10,good,20183,9,17,81,"[0, 284, 767, 894, 1254, 1597, 2135, 2352, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,11,good,16254,8,15,66,"[0, 281, 559, 871, 1189, 1580, 1999, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,1,12,good,16329,8,15,71,"[0, 260, 532, 915, 1407, 1641, 2105, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,1,13,bad,14140,6,26,48,"[0, 674, 1462, 2238, 3232, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,14,good,25283,10,19,91,"[0, 264, 647, 816, 1134, 1561, 1925, 2282, 2457, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,15,bad,10635,5,21,40,"[0, 651, 1297, 2485, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,16,bad,15391,6,26,48,"[0, 856, 1545, 2587, 3794, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,17,good,22534,9,17,82,"[0, 290, 850, 991, 1040, 1459, 2508, 2737, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,18,bad,15019,6,26,51,"[0, 738, 1477, 2607, 3546, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,19,bad,19991,6,26,49,"[0, 894, 1899, 2708, 3245, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,20,good,27009,10,19,89,"[0, 293, 621, 853, 1346, 1561, 2194, 2714, 2916, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,21,good,33465,11,21,98,"[0, 297, 841, 835, 1604, 2086, 2813, 2565, 3067, 4019, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
614ce29d78ae25eced10ede1,1,22,bad,14988,6,26,46,"[0, 716, 1754, 2292, 3403, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,23,bad,14803,6,26,51,"[0, 782, 1503, 2577, 3276, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,24,good,24488,10,19,87,"[0, 303, 704, 934, 2181, 1527, 1971, 2264, 2404, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,25,good,43151,13,25,120,"[0, 303, 555, 806, 1130, 2031, 2375, 2334, 3301, 3412, 4092, 3077, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
614ce29d78ae25eced10ede1,1,26,bad,17200,6,26,52,"[0, 740, 1820, 2530, 3838, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,27,bad,10742,5,21,42,"[0, 671, 1893, 2964, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,28,good,25176,10,19,93,"[0, 335, 695, 1483, 1444, 2199, 2408, 2211, 2976, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
614ce29d78ae25eced10ede1,1,29,bad,15196,6,26,50,"[0, 692, 1716, 2654, 3354, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,30,bad,11207,5,21,38,"[0, 773, 1650, 2496, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,31,good,15887,8,15,66,"[0, 394, 652, 903, 1450, 1762, 1886, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
614ce29d78ae25eced10ede1,1,32,bad,19056,6,26,49,"[0, 1505, 2012, 3707, 4691, 0]","[1, 6, 11, 16, 21, 26]"
614ce29d78ae25eced10ede1,1,33,good,21619,9,17,77,"[0, 387, 726, 1113, 1722, 1806, 2679, 2310, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,34,good,20250,9,17,77,"[0, 326, 607, 1177, 1354, 1760, 2209, 2725, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
614ce29d78ae25eced10ede1,1,35,good,13109,7,13,63,"[0, 299, 817, 942, 1408, 2068, 0]","[1, 3, 5, 7, 9, 11, 13]"
614ce29d78ae25eced10ede1,1,36,bad,10888,5,21,39,"[0, 825, 1706, 2956, 0]","[1, 6, 11, 16, 21]"
614ce29d78ae25eced10ede1,1,37,bad,6915,4,16,29,"[0, 807, 1802, 0]","[1, 6, 11, 16]"
66412a3ce07d7c50170a3eff,0,0,bad,52832,10,46,93,"[0, 1200, 2249, 2624, 3424, 4912, 6303, 6210, 7808, 2964]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
66412a3ce07d7c50170a3eff,0,1,good,3808,3,5,19,"[0, 509, 0]","[1, 3, 5]"
66412a3ce07d7c50170a3eff,0,2,bad,96752,15,71,140,"[0, 848, 1715, 2607, 3648, 4526, 5824, 5359, 6594, 7312, 7727, 8944, 9024, 9488, 2239]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71]"
66412a3ce07d7c50170a3eff,0,3,bad,93056,14,66,134,"[0, 852, 1439, 2542, 3152, 4240, 4672, 5969, 12753, 7807, 9282, 9619, 11570, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]"
66412a3ce07d7c50170a3eff,0,4,good,116367,22,43,211,"[0, 257, 545, 768, 977, 1296, 2127, 2525, 2576, 3248, 9502, 4047, 3743, 6292, 5459, 5072, 8367, 6752, 6400, 7119, 7153, 2432]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43]"
66412a3ce07d7c50170a3eff,0,5,bad,324192,25,121,237,"[0, 1233, 1905, 2704, 3636, 4288, 8432, 8383, 9795, 8178, 10577, 11776, 10830, 11501, 14030, 17552, 14304, 16736, 17805, 20416, 19843, 27376, 24720, 26141, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86, 91, 96, 101, 106, 111, 116, 121]"
66412a3ce07d7c50170a3eff,0,6,good,0,0,1,0,[],[]
66412a3ce07d7c50170a3eff,0,7,bad,30845,7,31,63,"[0, 1073, 1776, 2946, 4319, 5664, 6639]","[1, 6, 11, 16, 21, 26, 31]"
66412a3ce07d7c50170a3eff,0,8,good,10927,6,11,51,"[0, 385, 735, 1200, 1776, 0]","[1, 3, 5, 7, 9, 11]"
66412a3ce07d7c50170a3eff,0,9,bad,29310,7,31,60,"[0, 1277, 2558, 4736, 5710, 5550, 0]","[1, 6, 11, 16, 21, 26, 31]"
66412a3ce07d7c50170a3eff,0,10,good,1201,2,3,9,"[0, 0]","[1, 3]"
66412a3ce07d7c50170a3eff,0,11,good,14033,7,13,61,"[0, 368, 656, 802, 991, 1343, 2048]","[1, 3, 5, 7, 9, 11, 13]"
66412a3ce07d7c50170a3eff,1,0,bad,34449,9,41,78,"[0, 721, 1409, 2179, 3151, 4032, 5009, 5519, 2048]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
66412a3ce07d7c50170a3eff,1,1,bad,162784,19,91,172,"[0, 768, 1518, 2289, 3326, 4257, 5120, 5920, 7118, 5425, 8320, 9327, 9903, 11584, 13758, 13584, 13106, 17025, 8593]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86, 91]"
66412a3ce07d7c50170a3eff,1,2,bad,160449,18,86,171,"[0, 849, 1745, 2495, 3489, 4353, 5171, 6287, 8189, 7903, 9824, 10307, 11361, 11903, 15903, 16686, 16480, 7218]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86]"
66412a3ce07d7c50170a3eff,1,3,good,255651,32,63,301,"[0, 320, 609, 1060, 1392, 1648, 2416, 2576, 4849, 2912, 3312, 3904, 3968, 5762, 6032, 8161, 6706, 7696, 8784, 8097, 8253, 9393, 10880, 13712, 9840, 10384, 14608, 11953, 13589, 12302, 12609, 6769]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59, 61, 63]"
66412a3ce07d7c50170a3eff,1,4,bad,117052,17,81,158,"[0, 896, 1794, 2735, 3601, 3648, 4257, 5295, 6433, 7776, 8113, 8955, 10223, 10781, 8673, 11856, 2190]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81]"
66412a3ce07d7c50170a3eff,1,5,good,140547,26,51,250,"[0, 461, 671, 976, 1280, 1776, 1906, 2205, 2593, 3232, 3506, 3840, 3984, 4176, 4977, 5393, 5232, 5551, 5825, 6304, 6944, 6882, 7778, 8049, 7840, 6420]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51]"
669bbcd0463407058421b400,0,0,bad,464327,31,151,292,"[0, 2663, 4167, 5226, 6779, 4847, 5948, 6700, 7554, 8835, 7367, 9354, 10628, 10740, 11495, 12415, 15126, 15477, 17508, 17582, 19063, 18948, 19201, 20448, 21513, 22572, 23640, 27739, 28543, 26357, 7472]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86, 91, 96, 101, 106, 111, 116, 121, 126, 131, 136, 141, 146, 151]"
669bbcd0463407058421b400,0,1,good,32347,12,23,111,"[0, 329, 647, 968, 1304, 1721, 2056, 2395, 2640, 2989, 3229, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
669bbcd0463407058421b400,0,2,bad,19920,7,31,62,"[0, 755, 1624, 2463, 3477, 4540, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,0,3,bad,58181,11,51,99,"[0, 821, 1941, 2559, 3632, 6835, 5253, 6746, 6438, 7744, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51]"
669bbcd0463407058421b400,0,4,good,47058,14,27,131,"[0, 316, 631, 948, 1315, 1715, 2653, 2531, 3037, 2838, 3168, 3642, 3733, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27]"
669bbcd0463407058421b400,0,5,bad,49049,10,46,87,"[0, 929, 2126, 3083, 6705, 4138, 5071, 6113, 7553, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
669bbcd0463407058421b400,0,6,bad,94857,14,66,132,"[0, 919, 1970, 2562, 3204, 4259, 5088, 6184, 8227, 10972, 8647, 10343, 11009, 4889]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]"
669bbcd0463407058421b400,0,7,bad,50149,10,46,88,"[0, 806, 1643, 2495, 3612, 4478, 5818, 6542, 9599, 1843]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
669bbcd0463407058421b400,1,0,bad,47013,10,46,89,"[0, 898, 1752, 3150, 4050, 4669, 6270, 6982, 8722, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
669bbcd0463407058421b400,1,1,good,18789,8,15,70,"[0, 343, 713, 1091, 1482, 1837, 2402, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
669bbcd0463407058421b400,1,2,bad,21977,7,31,60,"[0, 1006, 1719, 2652, 3583, 4625, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,3,bad,23731,7,31,60,"[0, 1056, 2034, 4529, 4875, 4238, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,4,bad,26513,8,36,70,"[0, 820, 1807, 2668, 3637, 4598, 3670, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
669bbcd0463407058421b400,1,5,bad,12524,6,26,48,"[0, 425, 836, 1613, 1784, 0]","[1, 6, 11, 16, 21, 26]"
669bbcd0463407058421b400,1,6,bad,15189,7,31,58,"[0, 394, 830, 1434, 1820, 2390, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,7,good,25245,11,21,102,"[0, 160, 470, 584, 948, 1669, 1554, 1897, 1836, 2656, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
669bbcd0463407058421b400,1,8,bad,20406,7,31,54,"[0, 862, 1411, 2262, 3041, 4141, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,9,bad,24460,8,36,71,"[0, 845, 2012, 2253, 2367, 4144, 2896, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
669bbcd0463407058421b400,1,10,bad,20003,8,36,66,"[0, 365, 917, 1377, 2058, 2617, 2996, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
669bbcd0463407058421b400,1,11,good,24703,11,21,98,"[0, 305, 482, 626, 1246, 1535, 1290, 1712, 1699, 2763, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
669bbcd0463407058421b400,1,12,good,32624,13,25,119,"[0, 314, 397, 513, 1340, 999, 1562, 1817, 1683, 2289, 2585, 3142, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
669bbcd0463407058421b400,1,13,bad,19779,7,31,62,"[0, 918, 1143, 2375, 3039, 4108, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,14,bad,29027,8,36,69,"[0, 1112, 2866, 2982, 3697, 5008, 2862, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
669bbcd0463407058421b400,1,15,good,29114,11,21,105,"[0, 344, 369, 641, 1066, 1191, 1868, 2348, 3921, 3545, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
669bbcd0463407058421b400,1,16,bad,34025,9,41,77,"[0, 443, 1482, 2290, 3624, 3755, 4464, 6752, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
669bbcd0463407058421b400,1,17,bad,39830,9,41,76,"[0, 915, 1797, 2746, 4139, 5391, 5917, 5292, 2041]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
669bbcd0463407058421b400,1,18,bad,18490,7,31,60,"[0, 596, 1521, 2729, 3398, 2672, 0]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,19,bad,35074,10,46,90,"[0, 387, 830, 1414, 2285, 2738, 3659, 4756, 5592, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
669bbcd0463407058421b400,1,20,bad,27495,7,31,58,"[0, 775, 1962, 3309, 4467, 4950, 1818]","[1, 6, 11, 16, 21, 26, 31]"
669bbcd0463407058421b400,1,21,bad,51466,11,51,103,"[0, 588, 1838, 2220, 3513, 5040, 6598, 4396, 5649, 6937, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51]"
669bbcd0463407058421b400,1,22,good,22749,11,21,100,"[0, 162, 402, 565, 712, 800, 1171, 2113, 1719, 2868, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
669bbcd0463407058421b400,1,23,good,20437,10,19,89,"[0, 342, 687, 993, 964, 1200, 1173, 2164, 2054, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
669bbcd0463407058421b400,1,24,good,13722,8,15,73,"[0, 539, 332, 482, 960, 1260, 1484, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
669bbcd0463407058421b400,1,25,good,66613,17,33,157,"[0, 573, 612, 1418, 1286, 1326, 1168, 2725, 2970, 2660, 3201, 3727, 4525, 5623, 6035, 4593, 1151]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33]"
669bbcd0463407058421b400,1,26,bad,32913,9,41,82,"[0, 609, 954, 1652, 2120, 3488, 4437, 5619, 3970]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
5589662afdf99b7416026f3a,0,0,bad,49948,11,51,100,"[0, 1009, 1607, 2542, 3441, 4197, 5874, 4604, 6082, 8290, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51]"
5589662afdf99b7416026f3a,0,1,bad,60544,12,56,106,"[0, 824, 1824, 2912, 4049, 5252, 3940, 5080, 6034, 7945, 8208, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56]"
5589662afdf99b7416026f3a,0,2,good,52249,14,27,132,"[0, 546, 768, 1114, 1536, 2102, 2669, 2981, 3326, 3820, 4218, 4743, 5059, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27]"
5589662afdf99b7416026f3a,0,3,good,63454,17,33,163,"[0, 364, 892, 1131, 1513, 1941, 2449, 2960, 3401, 3364, 3046, 3657, 3675, 4376, 4845, 5356, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33]"
5589662afdf99b7416026f3a,0,4,bad,65023,12,56,106,"[0, 848, 1570, 2373, 3465, 4137, 4895, 5837, 5608, 7426, 9547, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56]"
5589662afdf99b7416026f3a,0,5,bad,53023,11,51,102,"[0, 810, 1799, 2967, 3549, 4570, 5216, 5737, 7213, 6684, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51]"
