subject,env,tree,tree_type,harvest_dur,num_harvests,difficulty_at_exit,score_tree,dur_per_harvest,num_presses
5589662afdf99b7416026f3a,0,6,bad,40161,10,46,89,"[0, 902, 1626, 2527, 3663, 5977, 3825, 3612, 4203, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
5589662afdf99b7416026f3a,0,7,good,65216,17,33,160,"[0, 368, 724, 1157, 1426, 1740, 2328, 2849, 2844, 3092, 3037, 3716, 4618, 5102, 5425, 5614, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33]"
5589662afdf99b7416026f3a,0,8,good,26301,11,21,98,"[0, 341, 714, 935, 1209, 1358, 1719, 1939, 2496, 2618, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,0,9,bad,26257,8,36,72,"[0, 831, 1591, 2312, 2912, 3733, 5009, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,0,10,good,36496,13,25,120,"[0, 339, 645, 952, 1479, 1656, 2208, 1997, 2419, 2664, 2823, 3352, 724]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
5589662afdf99b7416026f3a,0,11,bad,27549,8,36,69,"[0, 1061, 1752, 2420, 3058, 4127, 5068, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,0,12,bad,33812,9,41,82,"[0, 874, 1529, 2552, 3300, 3893, 5502, 5504, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
5589662afdf99b7416026f3a,0,13,bad,27457,8,36,70,"[0, 872, 1620, 2644, 3451, 4309, 5498, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,0,14,good,33563,12,23,113,"[0, 365, 731, 1187, 1711, 1909, 2002, 2414, 2628, 3394, 3208, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5589662afdf99b7416026f3a,0,15,good,34803,12,23,108,"[0, 335, 668, 1088, 1316, 1648, 2161, 2064, 2657, 2822, 3923, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5589662afdf99b7416026f3a,0,16,bad,30411,8,36,67,"[0, 1204, 2002, 2956, 4261, 4058, 4682, 1834]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,1,0,bad,22270,7,31,62,"[0, 951, 1781, 2861, 3438, 4862, 0]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,1,bad,21982,7,31,61,"[0, 1236, 2290, 2692, 3738, 3920, 731]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,2,bad,22507,7,31,58,"[0, 1229, 1596, 2488, 3361, 4578, 538]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,3,good,24769,10,19,90,"[0, 313, 662, 1026, 1278, 1722, 1991, 2884, 2980, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5589662afdf99b7416026f3a,1,4,good,33280,12,23,109,"[0, 388, 791, 1197, 1203, 1636, 2153, 2194, 3018, 2919, 3496, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5589662afdf99b7416026f3a,1,5,bad,33602,9,41,78,"[0, 853, 2188, 2798, 3141, 3872, 4560, 5776, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
5589662afdf99b7416026f3a,1,6,good,28459,11,21,100,"[0, 375, 653, 1046, 1394, 1762, 2667, 2412, 2386, 2812, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,1,7,bad,21072,7,31,63,"[0, 866, 1615, 2230, 3248, 4324, 530]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,8,good,29266,11,21,101,"[0, 335, 695, 1191, 1419, 1824, 2172, 2402, 2586, 3018, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,1,9,bad,28351,8,36,69,"[0, 1215, 1763, 2446, 3221, 4418, 5234, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,1,10,good,31484,11,21,98,"[0, 371, 1125, 942, 1344, 1580, 2822, 2230, 2934, 3317, 444]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,1,11,good,16616,8,15,73,"[0, 332, 583, 911, 1265, 1519, 2249, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
5589662afdf99b7416026f3a,1,12,good,26986,10,19,93,"[0, 364, 709, 1088, 1413, 1778, 1969, 2002, 2385, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5589662afdf99b7416026f3a,1,13,bad,15092,6,26,48,"[0, 989, 1710, 2191, 3072, 0]","[1, 6, 11, 16, 21, 26]"
5589662afdf99b7416026f3a,1,14,good,21230,9,17,79,"[0, 362, 696, 1096, 1743, 1505, 2135, 2501, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5589662afdf99b7416026f3a,1,15,good,42808,13,25,123,"[0, 315, 653, 937, 1273, 1831, 2613, 2084, 2620, 2996, 3724, 3443, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
5589662afdf99b7416026f3a,1,16,bad,21520,7,31,59,"[0, 804, 1834, 2496, 3289, 4123, 0]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,17,good,25991,10,19,91,"[0, 359, 669, 1494, 1371, 1760, 1925, 2194, 2531, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5589662afdf99b7416026f3a,1,18,bad,16663,6,26,52,"[0, 853, 1771, 2531, 3388, 0]","[1, 6, 11, 16, 21, 26]"
5589662afdf99b7416026f3a,1,19,bad,33883,9,41,79,"[0, 791, 1634, 2325, 3273, 3652, 4731, 6045, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
5589662afdf99b7416026f3a,1,20,bad,17038,6,26,49,"[0, 889, 1973, 2350, 3429, 0]","[1, 6, 11, 16, 21, 26]"
5589662afdf99b7416026f3a,1,21,bad,15747,6,26,50,"[0, 965, 2094, 2515, 2898, 0]","[1, 6, 11, 16, 21, 26]"
5589662afdf99b7416026f3a,1,22,good,29904,11,21,98,"[0, 515, 668, 983, 1158, 1655, 1757, 1990, 2576, 3233, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,1,23,bad,29726,8,36,70,"[0, 876, 1859, 3077, 3572, 4018, 4876, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5589662afdf99b7416026f3a,1,24,bad,24616,7,31,60,"[0, 1172, 1688, 3345, 4061, 3691, 0]","[1, 6, 11, 16, 21, 26, 31]"
5589662afdf99b7416026f3a,1,25,good,26153,10,19,86,"[0, 329, 692, 1189, 1441, 1686, 2189, 2712, 2495, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5589662afdf99b7416026f3a,1,26,good,33890,11,21,101,"[0, 379, 740, 990, 1395, 1790, 3131, 4305, 2774, 3201, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5589662afdf99b7416026f3a,1,27,good,43470,12,23,103,"[0, 336, 637, 1046, 1341, 1603, 2202, 2507, 2878, 3406, 3983, 3558]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,0,0,good,138812,22,43,204,"[0, 1451, 2027, 2261, 2535, 2908, 2926, 3457, 4176, 4196, 4400, 5091, 5684, 5681, 6345, 9065, 7360, 7435, 8109, 8562, 8650, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43]"
644c34bee80856c9546c7312,0,1,good,61869,15,29,141,"[0, 356, 784, 1115, 1537, 2184, 2678, 3155, 3324, 4214, 4817, 5011, 6415, 7424, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
644c34bee80856c9546c7312,0,2,good,58332,15,29,141,"[0, 406, 840, 1226, 1797, 2186, 2601, 3120, 3548, 3668, 4189, 5032, 5494, 5639, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
644c34bee80856c9546c7312,0,3,bad,51606,10,46,91,"[0, 986, 2135, 3112, 4274, 5575, 6850, 8097, 9170, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
644c34bee80856c9546c7312,0,4,good,42199,13,25,123,"[0, 386, 813, 1112, 1506, 1942, 2351, 2883, 3528, 3658, 3991, 4405, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
644c34bee80856c9546c7312,0,5,bad,51431,10,46,90,"[0, 900, 1879, 2930, 3968, 5933, 7600, 7665, 8100, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
644c34bee80856c9546c7312,0,6,bad,40996,9,41,81,"[0, 938, 1997, 3202, 4396, 5463, 6553, 7653, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41]"
644c34bee80856c9546c7312,0,7,good,67251,17,33,160,"[0, 395, 824, 1463, 1531, 2059, 2493, 2936, 3075, 3455, 3915, 4463, 4506, 5212, 5568, 5964, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33]"
644c34bee80856c9546c7312,0,8,good,53862,15,29,139,"[0, 328, 699, 1028, 1521, 1851, 2351, 2682, 3167, 3724, 3951, 4923, 4846, 5189, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
644c34bee80856c9546c7312,0,9,bad,29633,8,36,72,"[0, 896, 1792, 2769, 3891, 5067, 6375, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
644c34bee80856c9546c7312,0,10,good,58427,15,29,140,"[0, 459, 790, 1157, 1644, 2279, 2919, 3594, 4080, 4039, 4755, 4220, 5390, 5503, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
644c34bee80856c9546c7312,0,11,good,24968,10,19,91,"[0, 352, 680, 1101, 1567, 2013, 2241, 2824, 3275, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
644c34bee80856c9546c7312,0,12,good,55314,15,29,139,"[0, 340, 725, 1151, 1707, 1999, 2699, 2959, 3374, 3817, 4265, 4535, 4842, 5273, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
644c34bee80856c9546c7312,0,13,bad,24659,7,31,61,"[0, 857, 1733, 2713, 3971, 4935, 3144]","[1, 6, 11, 16, 21, 26, 31]"
644c34bee80856c9546c7312,1,0,bad,15346,6,26,49,"[0, 878, 1683, 2689, 3820, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,1,good,30251,11,21,103,"[0, 333, 682, 1117, 1732, 1908, 2481, 2742, 3204, 3427, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
644c34bee80856c9546c7312,1,2,good,35405,12,23,109,"[0, 367, 713, 1077, 1524, 1947, 2479, 2661, 3295, 3848, 4302, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,1,3,bad,16503,6,26,47,"[0, 1079, 2030, 3162, 4135, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,4,good,26354,10,19,91,"[0, 404, 826, 1231, 1651, 2112, 2582, 3037, 3534, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
644c34bee80856c9546c7312,1,5,bad,16657,6,26,52,"[0, 1037, 2161, 3171, 4030, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,6,bad,17114,6,26,55,"[0, 1037, 2126, 3060, 4229, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,7,good,37351,12,23,106,"[0, 376, 776, 1225, 1640, 2112, 2646, 3110, 3488, 3889, 4359, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,1,8,good,36584,12,23,111,"[0, 406, 846, 1243, 1766, 2179, 2502, 2940, 3402, 3959, 4228, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,1,9,bad,16975,6,26,47,"[0, 995, 2096, 3182, 4310, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,10,good,38062,12,23,109,"[0, 389, 864, 1360, 1773, 2161, 2531, 3041, 3719, 4033, 4483, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,1,11,good,44107,13,25,119,"[0, 387, 841, 1293, 1731, 2302, 2586, 2844, 3454, 4059, 4591, 5015, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
644c34bee80856c9546c7312,1,12,good,26854,10,19,95,"[0, 418, 869, 1272, 1754, 2197, 2653, 2991, 3544, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
644c34bee80856c9546c7312,1,13,bad,16809,6,26,51,"[0, 1040, 2004, 3092, 4376, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,14,good,43924,13,25,121,"[0, 418, 852, 1301, 1779, 2221, 2626, 3063, 3612, 4155, 4496, 4815, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
644c34bee80856c9546c7312,1,15,bad,11466,5,21,41,"[0, 1063, 2047, 3254, 0]","[1, 6, 11, 16, 21]"
644c34bee80856c9546c7312,1,16,good,27076,10,19,92,"[0, 411, 842, 1231, 1737, 2205, 2571, 3106, 3565, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
644c34bee80856c9546c7312,1,17,bad,23039,7,31,58,"[0, 947, 1694, 2958, 4167, 5435, 0]","[1, 6, 11, 16, 21, 26, 31]"
644c34bee80856c9546c7312,1,18,bad,31258,8,36,69,"[0, 921, 1771, 3053, 4472, 6007, 6175, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
644c34bee80856c9546c7312,1,19,bad,31471,8,36,69,"[0, 1284, 2376, 3529, 3811, 4927, 6350, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
644c34bee80856c9546c7312,1,20,good,22132,9,17,78,"[0, 444, 876, 1268, 1642, 2056, 2553, 3033, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
644c34bee80856c9546c7312,1,21,bad,17071,6,26,50,"[0, 1016, 2115, 3240, 4378, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,22,bad,16862,6,26,50,"[0, 983, 2028, 3159, 4265, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,23,bad,23444,7,31,61,"[0, 1025, 2070, 3123, 4559, 5528, 0]","[1, 6, 11, 16, 21, 26, 31]"
644c34bee80856c9546c7312,1,24,good,37311,12,23,111,"[0, 388, 825, 1252, 1732, 2142, 2551, 3098, 3657, 3963, 4338, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
644c34bee80856c9546c7312,1,25,bad,17054,6,26,50,"[0, 1060, 2056, 3253, 4409, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,26,bad,16798,6,26,51,"[0, 1047, 2167, 3211, 4350, 0]","[1, 6, 11, 16, 21, 26]"
644c34bee80856c9546c7312,1,27,bad,23989,7,31,61,"[0, 1035, 2083, 3183, 4395, 5622, 0]","[1, 6, 11, 16, 21, 26, 31]"
644c34bee80856c9546c7312,1,28,good,25137,9,17,79,"[0, 405, 863, 1228, 1770, 2199, 2657, 3273, 3208]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,0,0,bad,30332,8,36,69,"[0, 4338, 1637, 2260, 3263, 3875, 4810, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5d74001d391b6600175f433b,0,1,bad,40023,10,46,91,"[0, 734, 1479, 2327, 3321, 3893, 4816, 5330, 6199, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
5d74001d391b6600175f433b,0,2,good,46643,15,29,141,"[0, 294, 573, 931, 1158, 1522, 1891, 2156, 2506, 2821, 3194, 3555, 4033, 4159, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
5d74001d391b6600175f433b,0,3,bad,154784,18,86,170,"[0, 775, 1500, 2295, 3275, 5837, 5745, 6847, 7143, 13673, 7962, 9178, 10224, 12856, 12775, 13727, 14176, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66, 71, 76, 81, 86]"
5d74001d391b6600175f433b,0,4,bad,13889,6,26,47,"[0, 771, 1526, 2295, 3103, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,0,5,good,212885,32,63,312,"[0, 298, 608, 876, 1179, 1554, 1928, 2258, 2748, 2928, 3468, 3811, 4060, 4401, 4866, 5163, 5319, 5946, 6500, 6903, 7236, 7427, 7454, 8622, 12916, 11861, 12416, 12147, 9404, 10059, 10394, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59, 61, 63]"
5d74001d391b6600175f433b,0,6,good,80395,20,39,185,"[0, 303, 616, 916, 1251, 1834, 1911, 2278, 2701, 3030, 3343, 3762, 4195, 4451, 4783, 5031, 5363, 5820, 6202, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39]"
5d74001d391b6600175f433b,0,7,good,41724,14,27,125,"[0, 289, 597, 913, 1228, 1848, 1943, 2498, 2604, 2969, 3395, 3724, 4130, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27]"
5d74001d391b6600175f433b,0,8,good,37182,13,25,123,"[0, 306, 615, 886, 1246, 1776, 2128, 2583, 2750, 3505, 3340, 3782, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
5d74001d391b6600175f433b,0,9,bad,13767,6,26,49,"[0, 726, 1493, 2272, 3192, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,0,10,good,36952,13,25,117,"[0, 275, 580, 921, 1326, 1595, 2024, 2590, 2775, 3120, 3598, 3762, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25]"
5d74001d391b6600175f433b,0,11,good,73384,18,35,169,"[0, 314, 620, 933, 1213, 1656, 2134, 2336, 2827, 3132, 3713, 3991, 4791, 4710, 5047, 5152, 5538, 5738]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35]"
5d74001d391b6600175f433b,1,0,good,46975,15,29,137,"[0, 302, 624, 971, 1309, 1605, 1952, 2286, 2914, 3445, 3307, 3594, 3922, 4316, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29]"
5d74001d391b6600175f433b,1,1,good,18418,9,17,81,"[0, 315, 638, 1024, 1206, 1538, 1977, 2236, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,2,good,15078,8,15,73,"[0, 303, 619, 925, 1238, 1597, 2051, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
5d74001d391b6600175f433b,1,3,bad,19873,7,31,65,"[0, 762, 1602, 2475, 3504, 4337, 0]","[1, 6, 11, 16, 21, 26, 31]"
5d74001d391b6600175f433b,1,4,good,35440,11,21,103,"[0, 295, 606, 877, 1243, 1841, 2044, 2397, 3643, 9909, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
5d74001d391b6600175f433b,1,5,good,55331,8,15,69,"[0, 14123, 744, 801, 1642, 1264, 1841, 553]","[1, 3, 5, 7, 9, 11, 13, 15]"
5d74001d391b6600175f433b,1,6,bad,52906,10,46,92,"[0, 1020, 1730, 2176, 3044, 3856, 4743, 5461, 5976, 0]","[1, 6, 11, 16, 21, 26, 31, 36, 41, 46]"
5d74001d391b6600175f433b,1,7,good,21624,10,19,95,"[0, 279, 576, 918, 1204, 1486, 1669, 2511, 2318, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5d74001d391b6600175f433b,1,8,bad,13766,6,26,52,"[0, 730, 1383, 2291, 2917, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,1,9,good,17790,9,17,79,"[0, 280, 564, 878, 1174, 1581, 1854, 2179, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,10,good,14539,8,15,70,"[0, 290, 585, 907, 1247, 1565, 1931, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
5d74001d391b6600175f433b,1,11,good,11420,7,13,64,"[0, 288, 563, 911, 1206, 1443, 0]","[1, 3, 5, 7, 9, 11, 13]"
5d74001d391b6600175f433b,1,12,good,8513,6,11,48,"[0, 295, 578, 890, 1248, 0]","[1, 3, 5, 7, 9, 11]"
5d74001d391b6600175f433b,1,13,bad,13397,6,26,49,"[0, 722, 1522, 2334, 3191, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,1,14,bad,9460,5,21,40,"[0, 708, 1451, 2191, 0]","[1, 6, 11, 16, 21]"
5d74001d391b6600175f433b,1,15,bad,8769,5,21,42,"[0, 689, 1499, 2173, 0]","[1, 6, 11, 16, 21]"
5d74001d391b6600175f433b,1,16,good,17482,9,17,82,"[0, 303, 551, 852, 1180, 1444, 1854, 2196, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,17,bad,24874,8,36,71,"[0, 723, 1507, 2336, 3247, 3970, 4781, 0]","[1, 6, 11, 16, 21, 26, 31, 36]"
5d74001d391b6600175f433b,1,18,good,14716,8,15,72,"[0, 290, 558, 869, 1185, 1492, 1812, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
5d74001d391b6600175f433b,1,19,bad,9113,5,21,38,"[0, 743, 1529, 2306, 0]","[1, 6, 11, 16, 21]"
5d74001d391b6600175f433b,1,20,good,30682,12,23,110,"[0, 298, 588, 932, 1267, 1597, 1975, 2299, 2643, 2976, 3267, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5d74001d391b6600175f433b,1,21,bad,13555,6,26,52,"[0, 741, 1544, 2343, 3213, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,1,22,good,11570,7,13,60,"[0, 298, 598, 888, 1187, 1557, 0]","[1, 3, 5, 7, 9, 11, 13]"
5d74001d391b6600175f433b,1,23,good,18316,9,17,81,"[0, 299, 594, 890, 1226, 1590, 1892, 2264, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,24,good,18081,9,17,77,"[0, 290, 616, 948, 1226, 1605, 1929, 2276, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,25,good,18468,9,17,75,"[0, 292, 589, 935, 1382, 1601, 1844, 2315, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17]"
5d74001d391b6600175f433b,1,26,bad,13611,6,26,49,"[0, 781, 1469, 2363, 3176, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,1,27,bad,13600,6,26,49,"[0, 738, 1495, 2405, 3270, 0]","[1, 6, 11, 16, 21, 26]"
5d74001d391b6600175f433b,1,28,good,14862,8,15,71,"[0, 290, 583, 929, 1253, 1570, 1920, 0]","[1, 3, 5, 7, 9, 11, 13, 15]"
5d74001d391b6600175f433b,1,29,good,31751,12,23,110,"[0, 319, 570, 1234, 1167, 1550, 1852, 2548, 2548, 2866, 3099, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5d74001d391b6600175f433b,1,30,bad,10159,5,21,39,"[0, 730, 1557, 2277, 0]","[1, 6, 11, 16, 21]"
5d74001d391b6600175f433b,1,31,good,23847,10,19,87,"[0, 281, 565, 910, 1233, 1573, 2018, 2271, 2433, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19]"
5d74001d391b6600175f433b,1,32,good,31120,12,23,108,"[0, 290, 595, 1092, 1290, 1618, 1954, 2287, 2764, 2851, 3326, 0]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23]"
5d74001d391b6600175f433b,1,33,good,27165,11,21,97,"[0, 314, 592, 904, 1235, 1530, 1969, 2254, 2560, 3030, 1607]","[1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21]"
